Wall time,Step,Value
1557844038.0720658,0,62.7877197265625
1557845147.3556592,1,47.53789520263672
1557846263.1689186,2,37.704742431640625
1557847364.8018887,3,29.01485252380371
1557848465.4833198,4,23.710586547851562
1557849568.4320052,5,18.59317398071289
1557850682.8957179,6,14.694169998168945
1557851785.7407823,7,11.149927139282227
1557852899.0350432,8,9.173529624938965
1557853997.2410564,9,6.961703777313232
1557855132.6366546,10,6.0400495529174805
1557856310.8455744,11,4.922846794128418
1557857403.5463305,12,4.463953971862793
1557858519.812522,13,3.729294538497925
1557859624.5530603,14,3.1523842811584473
1557860747.1859205,15,2.9632599353790283
1557861847.6472208,16,2.6358895301818848
1557863006.5602987,17,2.2036924362182617
1557864080.3417974,18,2.285287380218506
1557865200.1609058,19,2.2576732635498047
1557866303.8014812,20,1.8509143590927124
1557867418.8135018,21,1.5236393213272095
1557868528.6955476,22,1.4284687042236328
1557869643.1387596,23,1.2528220415115356
1557870792.6234004,24,2.011148691177368
1557871891.145756,25,1.0237318277359009
1557872999.7568822,26,1.0978399515151978
1557874102.8914146,27,0.9797716736793518
1557875210.3607497,28,1.0307637453079224
1557876317.414023,29,0.8090690970420837
1557877402.033158,30,0.7923442721366882
1557878443.555209,31,0.6855550408363342
1557879496.5084074,32,0.6169541478157043
1557880535.2647116,33,0.6872928142547607
1557881589.4255514,34,0.5296834111213684
1557882626.9168353,35,0.5809003710746765
1557883678.3121915,36,0.5828449726104736
1557884718.7531755,37,0.5638344287872314
1557885772.1339798,38,0.5069783926010132
1557886815.7687335,39,0.4731948673725128
1557887873.4593585,40,0.43134838342666626
1557888926.958334,41,0.5005614161491394
1557889969.9528172,42,0.36287951469421387
1557891013.5581925,43,0.4089202284812927
1557892065.8070931,44,0.35340389609336853
1557893125.588802,45,0.36459997296333313
1557894165.1004853,46,0.3373560905456543
1557895220.6990433,47,0.34542927145957947
1557896257.9178722,48,0.32003507018089294
1557897307.0566833,49,0.3008255064487457
1557898341.9286618,50,0.3248438537120819
1557899395.5518446,51,0.227865532040596
1557900429.1775076,52,0.23760031163692474
1557901488.9502833,53,0.3160400092601776
1557902530.349389,54,0.2720206677913666
1557903586.770313,55,0.3492991030216217
1557904628.9871633,56,0.26867350935935974
1557905684.536643,57,0.2134048342704773
1557906725.6706622,58,0.20427146553993225
1557907778.4202504,59,0.2520560324192047
1557908816.6922214,60,0.31697291135787964
1557909863.4720306,61,0.17174793779850006
1557910903.685104,62,0.16784757375717163
1557911953.4162354,63,0.19510453939437866
1557912984.7296493,64,0.1708449423313141
1557914041.881682,65,0.17283613979816437
1557915075.982216,66,0.20058321952819824
1557916135.4883955,67,0.14107882976531982
1557917200.791154,68,0.13847409188747406
1557918249.7879994,69,0.13774482905864716
1557919289.2299712,70,0.6654669046401978
1557920336.114819,71,0.16196969151496887
1557921368.658309,72,0.14357121288776398
1557922422.7532644,73,0.13282202184200287
1557923466.5270474,74,0.16312165558338165
1557924531.1173313,75,0.13617460429668427
1557925579.5855134,76,0.11825095117092133
1557926631.446213,77,0.15969215333461761
1557927682.9997497,78,0.16571903228759766
1557928741.513727,79,0.10568026453256607
1557929783.7366402,80,0.10655424743890762
1557930836.1829653,81,0.1135425865650177
1557931874.0960994,82,0.1185416430234909
1557932931.2704568,83,0.13764743506908417
1557933966.0376625,84,0.14026497304439545
1557935010.6284895,85,0.11185461282730103
1557936050.6890366,86,0.08881157636642456
1557937103.809465,87,0.11656079441308975
1557938142.590682,88,0.09469900280237198
1557939191.2536716,89,0.11678994446992874
1557940231.2056231,90,0.1277604103088379
1557941286.3131025,91,0.11271641403436661
1557942324.4324698,92,0.08546654880046844
1557943374.5263598,93,0.11595284193754196
1557944408.6816738,94,0.0877646952867508
1557945470.2876403,95,0.12148795276880264
1557946513.0503223,96,0.07801515609025955
1557947565.1062372,97,0.13824929296970367
1557948610.4642868,98,0.08285931497812271
1557949670.5121965,99,0.10633807629346848
