Wall time,Step,Value
1550091158.024506,0,7.247415542602539
1550091783.1068037,1,6.044475078582764
1550092402.735458,2,5.121150970458984
1550093026.5852902,3,4.3064727783203125
1550093654.3769748,4,3.3891749382019043
1550094277.8722427,5,2.8118436336517334
1550094893.7677133,6,2.539393663406372
1550095522.789705,7,2.167875051498413
1550096146.5461855,8,1.9649401903152466
1550096763.922854,9,1.6861021518707275
1550097394.8363724,10,1.5123111009597778
1550098044.718099,11,1.413968563079834
1550098699.1867547,12,1.2671149969100952
1550099327.503507,13,1.1446512937545776
1550099950.4437633,14,1.0444194078445435
1550100586.3283803,15,0.9993619322776794
1550101215.338115,16,1.2073954343795776
1550101874.2480295,17,0.9356555342674255
1550102519.4683836,18,0.8109824657440186
1550103173.9379263,19,0.6889736652374268
1550103850.420614,20,0.6303510069847107
1550104507.6074545,21,0.6455921530723572
1550105180.648618,22,0.6866201162338257
1550105811.9933882,23,0.5401240587234497
1550106493.5938196,24,0.517056941986084
1550107131.9077811,25,0.5680676102638245
1550107790.7330909,26,0.5577228665351868
1550108458.5519757,27,0.40837550163269043
1550109155.4481072,28,0.4983971416950226
1550109774.3025246,29,0.34257030487060547
1550110428.8564255,30,1.1149210929870605
1550111101.0809531,31,0.3548608720302582
1550111734.5834622,32,0.3158774673938751
1550112399.7165735,33,0.5481672883033752
1550113027.5534537,34,0.4867468476295471
1550113697.6091917,35,0.28631025552749634
1550114344.6138344,36,0.2911461889743805
1550114964.5719123,37,0.7924500107765198
1550115598.3024583,38,0.25586846470832825
1550116192.3212836,39,0.8699405193328857
1550116826.357031,40,0.298537015914917
1550117464.7267253,41,0.24271613359451294
1550118089.591353,42,0.45702508091926575
1550118697.6353278,43,0.265682190656662
1550119331.434237,44,0.42401987314224243
1550119987.7405026,45,0.2189328670501709
1550120612.1540384,46,0.3054010272026062
1550121254.8598967,47,0.2972254157066345
1550121842.635558,48,0.43861836194992065
1550122447.3755724,49,0.215984508395195
1550123045.8502445,50,0.1988317370414734
1550123617.5484319,51,0.4991421401500702
1550124211.925313,52,0.187906876206398
1550124788.4214585,53,0.8534743189811707
1550125367.2048934,54,0.23872993886470795
1550125981.8734376,55,0.18693581223487854
1550126556.3268492,56,0.2948351800441742
1550127145.9194489,57,0.18791641294956207
1550127720.7885544,58,2.6817381381988525
1550128321.2940006,59,0.7375775575637817
1550128898.9711404,60,0.2869401276111603
1550129468.8317325,61,0.2426801323890686
1550130067.093269,62,0.6718932390213013
1550130647.2628348,63,0.29348307847976685
1550131225.933883,64,0.3118270933628082
1550131805.2577598,65,0.4269290268421173
1550132385.1980073,66,0.21485882997512817
1550132948.2797205,67,0.2588834762573242
1550133504.9907284,68,0.21599718928337097
1550134067.1287303,69,0.3975062072277069
1550134655.4300206,70,0.194347083568573
1550135415.2993827,71,0.34055086970329285
1550136128.728436,72,0.18854813277721405
1550136854.8112757,73,0.3508130609989166
1550137479.030257,74,0.1961030811071396
1550138072.444196,75,0.5415076613426208
1550138688.6429439,76,0.292512983083725
1550139285.4747722,77,0.3061359226703644
1550139900.2136424,78,0.1893950253725052
1550140539.459855,79,0.8954148888587952
1550141175.327906,80,0.241257905960083
1550141908.8284597,81,0.22582267224788666
1550142604.0169804,82,0.18942543864250183
1550143285.3604546,83,0.24706968665122986
1550143914.0579038,84,0.5707961916923523
1550144686.4407296,85,0.30863186717033386
1550145320.9103055,86,0.17524762451648712
1550145918.3697543,87,0.1766471564769745
1550146589.9486685,88,1.205911636352539
1550147217.2554278,89,0.18984542787075043
1550147824.9016182,90,0.2868852913379669
1550148552.413652,91,0.23173724114894867
1550149347.852315,92,0.1724623441696167
1550150009.603181,93,0.46502378582954407
1550150626.6407926,94,0.41825559735298157
1550151323.6692626,95,0.1933121681213379
1550151960.0671637,96,0.1881362348794937
1550152587.6395319,97,0.5149534344673157
1550153315.4956903,98,0.2645927369594574
1550154061.9912906,99,0.17449922859668732
