Wall time,Step,Value
1550091158.0245671,0,81.78479766845703
1550091783.1069744,1,78.23014831542969
1550092402.7355475,2,74.1177978515625
1550093026.5853744,3,68.95016479492188
1550093654.37705,4,61.371421813964844
1550094277.8723419,5,55.0528678894043
1550094893.7678256,6,51.16526794433594
1550095522.7898061,7,45.681941986083984
1550096146.5462809,8,42.160499572753906
1550096763.9230103,9,37.190391540527344
1550097394.8364835,10,33.10858917236328
1550098044.7181838,11,30.70906639099121
1550098699.186825,12,27.15570640563965
1550099327.503583,13,24.186771392822266
1550099950.4438663,14,21.7698974609375
1550100586.3284986,15,20.21179962158203
1550101215.338183,16,23.53423309326172
1550101874.2481024,17,18.78998565673828
1550102519.4684963,18,15.661532402038574
1550103173.9380043,19,13.245368957519531
1550103850.4207263,20,11.977615356445312
1550104507.6075525,21,12.053884506225586
1550105180.6486928,22,12.256824493408203
1550105811.9935281,23,9.781778335571289
1550106493.593898,24,9.158608436584473
1550107131.9078522,25,9.557747840881348
1550107790.7331984,26,10.055000305175781
1550108458.5520477,27,6.8676438331604
1550109155.448228,28,8.134370803833008
1550109774.3026867,29,5.3052449226379395
1550110428.856528,30,17.030540466308594
1550111101.081032,31,5.648192882537842
1550111734.5836136,32,4.670100212097168
1550112399.7166424,33,8.724006652832031
1550113027.5535262,34,7.763614654541016
1550113697.6092682,35,4.0809831619262695
1550114344.614037,36,3.858226776123047
1550114964.5719845,37,12.770212173461914
1550115598.3025973,38,3.3839404582977295
1550116192.3213801,39,12.88939094543457
1550116826.357181,40,4.335269451141357
1550117464.7268708,41,2.98248291015625
1550118089.5914884,42,7.073061466217041
1550118697.635434,43,3.5764224529266357
1550119331.4343052,44,6.712540626525879
1550119987.7406795,45,2.516663074493408
1550120612.1542006,46,3.9939820766448975
1550121254.8599644,47,4.1635260581970215
1550121842.635651,48,6.638855457305908
1550122447.375644,49,2.535951852798462
1550123045.850347,50,2.1025376319885254
1550123617.5485253,51,7.2107744216918945
1550124211.925391,52,1.8850947618484497
1550124788.4215503,53,13.195265769958496
1550125367.2050457,54,3.033965826034546
1550125981.8735454,55,1.827309489250183
1550126556.3269236,56,4.089739799499512
1550127145.9195545,57,1.868607521057129
1550127720.788651,58,46.30106735229492
1550128321.2941074,59,14.28042221069336
1550128898.971216,60,4.174225807189941
1550129468.8318305,61,3.0874617099761963
1550130067.0933366,62,10.847129821777344
1550130647.2629008,63,4.243997097015381
1550131225.9339836,64,4.229745864868164
1550131805.2578297,65,6.607109546661377
1550132385.1980736,66,2.557727813720703
1550132948.2797856,67,3.337141752243042
1550133504.990874,68,2.468891143798828
1550134067.1288795,69,5.908184051513672
1550134655.4301245,70,2.1133968830108643
1550135415.299544,71,5.018429756164551
1550136128.7285004,72,1.974786639213562
1550136854.811376,73,4.808597564697266
1550137479.0303297,74,2.08941912651062
1550138072.4443066,75,7.540961742401123
1550138688.6430256,76,3.9971837997436523
1550139285.4748476,77,4.347177028656006
1550139900.213744,78,2.049717426300049
1550140539.4599564,79,12.618871688842773
1550141175.32798,80,3.3996188640594482
1550141908.8285277,81,2.8150393962860107
1550142604.0170484,82,1.9785770177841187
1550143285.3605287,83,3.2065742015838623
1550143914.0579753,84,8.662611961364746
1550144686.4408352,85,4.668376445770264
1550145320.9104102,86,1.8190733194351196
1550145918.3698313,87,1.683722734451294
1550146589.9487677,88,17.26436424255371
1550147217.2554984,89,2.026934862136841
1550147824.9016976,90,3.8130712509155273
1550148552.4138055,91,2.8304312229156494
1550149347.8524568,92,1.587690830230713
1550150009.6032863,93,7.136545658111572
1550150626.6408944,94,6.761793613433838
1550151323.6693375,95,2.0393130779266357
1550151960.0672414,96,1.9110170602798462
1550152587.6396136,97,8.16456413269043
1550153315.4957607,98,3.566699981689453
1550154061.991362,99,1.7019164562225342
